GeneName,GeneID,pH7.4(control),pH4.8,5%NaCl,5mM H2O2
lmo0180,986972,0,0,0,0
lmo0181,986977,0,0,0,0
lmo0182,986983,0,0,0,0
lmo0183,987006,0,0,0,0
lmo0184,987008,0,0,0,0
lmo0185,987009,0,0,0,0
lmo0186,987011,0,0,0,0
lmo0187,987012,0,0,0,0
ksgA,987014,0,0,0,0
lmo0189,987015,0,0,0,0
ipk,987016,0,0,0,0
lmo0191,987017,0,0,0,0
lmo0192,987018,0,0,0,0
lmo0193,987019,0,0,0,0
lmo0194,987020,0,0,0,0
lmo0195,987022,0,0,0,0
lmo0196,987023,0,0,0,0
lmo0197,987024,0,0,0,0
glmU,987026,0,0,0,0
prs,987027,0,0,0,0
prfA,987031,0,0,0,0
plcA,987032,0,0,0,0
hly,987033,0,0,0,0
mpl,987034,0,0,0,0
actA,987035,0,0,0,0
plcB,987036,0,0,0,0
lmo0206,987037,0,0,0,0
lmo0207,987038,0,0,0,0
lmo0208,987041,0,0,0,0
lmo0209,987042,0,0,0,0
ldh,987043,0,0,0,0
ctc,987044,0,0,0,0
lmo0212,987045,0,0,0,0
pth,987046,0,0,0,0
mfd,987048,0,0,0,0
lmo0215,987049,0,0,0,0
lmo0216,987050,0,0,0,0
lmo0217,987052,0,0,0,0
lmo0218,987053,0,0,0,0
lmo0219,987055,0,0,0,0
ftsH,987058,0,0,0,0
lmo0221,987060,0,0,0,0
hslO,987062,0,0,0,0
cysK,987069,0,0,0,0
sul,987081,0,0,0,0
folA,987089,0,0,0,0
folK,987097,0,0,0,0
lmo0227,987098,0,0,0,0
lysS,987100,0,0,0,0
lmo0229,987186,0,0,0,0
lmo0230,987194,0,0,0,0
lmo0231,987202,0,0,0,0
clpC,987203,0,0,0,0
lmo0233,987204,0,0,0,0
lmo0234,987212,0,0,0,0
ispD,987220,0,0,0,0
ispF,987228,0,0,0,0
gltX,987229,0,0,0,0
cysE,987230,0,0,0,0
cysS,987258,0,0,0,0
lmo0240,987262,0,0,0,0
lmo0241,987267,0,0,0,0
lmo0242,987272,0,0,0,0
sigH,987276,0,0,0,0
rpmG,987282,0,0,0,0
secE,987283,0,0,0,0
nusG,987288,0,0,0,0
lmo0247,987292,0,0,0,0
rplK,987298,0,0,0,0
rplA,987301,0,0,0,0
rplJ,987306,0,0,0,0
rplL,987315,0,0,0,0
lmo0252,987321,0,0,0,0
lmo0253,987325,0,0,0,0
lmo0254,987329,0,0,0,0
lmo0255,987335,0,0,0,0
lmo0256,987337,0,0,0,0
lmo0257,987339,0,0,0,0
rpoB,987342,0,0,0,0
rpoC,987344,0,0,0,0
lmo0260,987345,0,0,0,0
lmo0261,987346,0,0,0,0
inlG,987350,0,0,0,0
inlH,987355,0,0,0,0
inlE,987358,0,0,0,0
lmo0265,987360,0,0,0,0
lmo0266,987368,0,0,0,0
lmo0267,987388,0,0,0,0
lmo0268,987396,0,0,0,0
lmo0269,987397,0,0,0,0
lmo0270,987398,0,0,0,0
lmo0271,987399,0,0,0,0
lmo0272,987400,0,0,0,0
lmo0273,987401,0,0,0,0
lmo0274,987410,0,0,0,0
lmo0275,987414,0,0,0,0
lmo0276,987415,0,0,0,0
lmo0277,987427,0,0,0,0
lmo0278,987432,0,0,0,0
lmo0279,987434,0,0,0,0
lmo0280,987436,0,0,0,0
lmo0281,987437,0,0,0,0
lmo0282,987439,0,0,0,0
lmo0283,987440,0,0,0,0
lmo0284,987441,0,0,0,0
lmo0285,987445,0,0,0,0
lmo0286,987447,0,0,0,0
lmo0287,987448,0,0,0,0
lmo0288,987449,0,0,0,0
lmo0289,987451,0,0,0,0
lmo0290,987453,0,0,0,0
lmo0291,987454,0,0,0,0
lmo0292,987455,0,0,0,0
lmo0293,987456,0,0,0,0
lmo0294,987457,0,0,0,0
lmo0295,987458,0,0,0,0
lmo0296,987461,0,0,0,0
lmo0297,987506,0,0,0,0
lmo0298,987507,0,0,0,0
lmo0299,987508,0,0,0,0
lmo0300,987510,0,0,0,0
lmo0301,987511,0,0,0,0
lmo0302,987513,0,0,0,0
lmo0303,987514,0,0,0,0
lmo0304,987515,0,0,0,0
lmo0305,987517,0,0,0,0
lmo0306,987520,0,0,0,0
lmo0307,987521,0,0,0,0
lmo0309,987523,0,0,0,0
lmo0310,987524,0,0,0,0
lmo0311,987525,0,0,0,0
lmo0312,987527,0,0,0,0
lmo0313,987528,0,0,0,0
lmo0314,987529,0,0,0,0
lmo0315,987530,0,0,0,0
lmo0316,987532,0,0,0,0
lmo0317,987534,0,0,0,0
thiE,987536,0,0,0,0
lmo0319,987537,0,0,0,0
lmo0320,987538,0,0,0,0
lmo0321,987539,0,0,0,0
lmo0322,987554,0,0,0,0
lmo0323,987557,0,0,0,0
lmo0324,987558,0,0,0,0
lmo0325,987559,0,0,0,0
lmo0326,987560,0,0,0,0
lmo0327,987561,0,0,0,0
lmo0328,987562,0,0,0,0
lmo0329,987563,0,0,0,0
lmo0330,987564,0,0,0,0
lmo0331,987566,0,0,0,0
lmo0332,987567,0,0,0,0
lmo0333,987568,0,0,0,0
lmo0334,987569,0,0,0,0
lmo0335,987570,0,0,0,0
lmo0336,987572,0,0,0,0
lmo0337,987574,0,0,0,0
lmo0338,987576,0,0,0,0
lmo0339,987577,0,0,0,0
lmo0340,987578,0,0,0,0
lmo0341,987581,0,0,0,0
lmo0342,987582,0,0,0,0
lmo0343,987583,0,0,0,0
lmo0344,987585,0,0,0,0
lmo0345,987586,0,0,0,0
lmo0346,987587,0,0,0,0
lmo0347,987589,0,0,0,0
lmo0348,987591,0,0,0,0
lmo0349,987592,0,0,0,0
lmo0350,987593,0,0,0,0
lmo0351,987594,0,0,0,0
lmo0352,987595,0,0,0,0
lmo0353,987596,0,0,0,0
lmo0354,987600,0,0,0,0
lmo0355,987602,0,0,0,0
lmo0356,987603,0,0,0,0
lmo0357,987604,0,0,0,0
lmo0358,987605,0,0,0,0
lmo0359,987607,0,0,0,0
lmo0360,987608,0,0,0,0
lmo0361,987609,0,0,0,0
lmo0362,987610,0,0,0,0
lmo0363,987612,0,0,0,0
lmo0364,987613,0,0,0,0
lmo0365,987614,0,0,0,0
lmo0366,987616,0,0,0,0
lmo0367,987617,0,0,0,0
lmo0368,987618,0,0,0,0
lmo0369,987619,0,0,0,0
lmo0370,987620,0,0,0,0
lmo0371,987623,0,0,0,0
lmo0372,987624,0,0,0,0
lmo0373,987627,0,0,0,0
lmo0374,987628,0,0,0,0
lmo0375,987629,0,0,0,0
lmo0376,987632,0,0,0,0
lmo0377,987633,0,0,0,0
lmo0378,987634,0,0,0,0
lmo0379,987635,0,0,0,0
lmo0380,987636,0,0,0,0
lmo0381,987637,0,0,0,0
lmo0382,987638,0,0,0,0
lmo0383,987639,0,0,0,0
lmo0384,987640,0,0,0,0
lmo0385,987641,0,0,0,0
lmo0386,987642,0,0,0,0
lmo0387,987643,0,0,0,0
lmo0388,987645,0,0,0,0
ltrA,987647,0,0,0,0
lmo0390,987648,0,0,0,0
lmo0391,987649,0,0,0,0
lmo0392,987651,0,0,0,0
lmo0393,987652,0,0,0,0
lmo0394,987653,0,0,0,0
lmo0395,987654,0,0,0,0
proC,987655,0,0,0,0
lmo0397,987657,0,0,0,0
lmo0398,987659,0,0,0,0
lmo0399,987673,0,0,0,0
lmo0400,987677,0,0,0,0
lmo0401,987679,0,0,0,0
lmo0402,987748,0,0,0,0
lmo0403,987752,0,0,0,0
lmo0404,987761,0,0,0,0
lmo0405,987767,0,0,0,0
lmo0406,987775,0,0,0,0
lmo0407,987777,0,0,0,0
lmo0408,987782,0,0,0,0
lmo0409,987787,0,0,0,0
lmo0411,987794,0,0,0,0
lmo0412,987812,0,0,0,0
lmo0413,987816,0,0,0,0
lmo0414,987822,0,0,0,0
lmo0415,987823,0,0,0,0
lmo0416,987824,0,0,0,0
lmo0417,987835,0,0,0,0
lmo0418,987842,0,0,0,0
lmo0419,987843,0,0,0,0
lmo0420,987845,0,0,0,0
lmo0421,987848,0,0,0,0
lstR,987850,0,0,0,0
lmo0423,987863,0,0,0,0
lmo0424,987866,0,0,0,0
lmo0425,987867,0,0,0,0
lmo0426,987869,0,0,0,0
lmo0427,984685,0,0,0,0
lmo0428,984384,0,0,0,0
lmo0429,985137,0,0,0,0
lmo0430,986731,0,0,0,0
lmo0431,986199,0,0,0,0
lmo0432,985147,0,0,0,0
inlA,985151,0,0,0,0
inlB,986892,0,0,0,0
lmo0435,985154,0,0,0,0
lmo0436,986537,0,0,0,0
lmo0437,985156,0,0,0,0
lmo0438,985161,0,0,0,0
lmo0439,985164,0,0,0,0
lmo0440,985165,0,0,0,0
lmo0441,985168,0,0,0,0
lmo0442,985171,0,0,0,0
lmo0443,985172,0,0,0,0
lmo0444,985173,0,0,0,0
lmo0445,985175,0,0,0,0
lmo0446,985176,0,0,0,0
lmo0447,986724,0,0,0,0
lmo0448,985174,0,0,0,0
lmo0449,985180,0,0,0,0
lmo0450,985181,0,0,0,0
lmo0451,985185,0,0,0,0
lmo0452,985178,0,0,0,0
lmo0453,985179,0,0,0,0
lmo0454,985184,0,0,0,0
lmo0455,985188,0,0,0,0
lmo0456,985191,0,0,0,0
lmo0457,985189,0,0,0,0
lmo0458,985192,0,0,0,0
lmo0459,985370,0,0,0,0
lmo0460,985198,0,0,0,0
lmo0461,985193,0,0,0,0
lmo0462,985196,0,0,0,0
lmo0463,985195,0,0,0,0
lmo0464,985200,0,0,0,0
lmo0465,985197,0,0,0,0
lmo0466,985199,0,0,0,0
lmo0467,985201,0,0,0,0
lmo0468,984468,0,0,0,0
lmo0469,985204,0,0,0,0
lmo0470,985233,0,0,0,0
lmo0471,985203,0,0,0,0
lmo0472,985207,0,0,0,0
lmo0474,985208,0,0,0,0
lmo0475,985206,0,0,0,0
lmo0476,985213,0,0,0,0
lmo0477,985893,0,0,0,0
lmo0478,985211,0,0,0,0
lmo0479,985210,0,0,0,0
lmo0480,985214,0,0,0,0
lmo0481,985215,0,0,0,0
lmo0482,986229,0,0,0,0
lmo0483,985216,0,0,0,0
lmo0484,985220,0,0,0,0
lmo0485,985219,0,0,0,0
rpmF,985221,0,0,0,0
lmo0487,985223,0,0,0,0
lmo0488,985225,0,0,0,0
lmo0489,984913,0,0,0,0
aroE,985396,0,0,0,0
aroD,985226,0,0,0,0
lmo0492,985232,0,0,0,0
lmo0493,985231,0,0,0,0
lmo0494,985230,0,0,0,0
lmo0495,985247,0,0,0,0
lmo0496,984435,0,0,0,0
lmo0497,984596,0,0,0,0
lmo0498,985236,0,0,0,0
lmo0499,985241,0,0,0,0
lmo0500,985240,0,0,0,0
lmo0501,985244,0,0,0,0
lmo0502,985250,0,0,0,0
lmo0503,985248,0,0,0,0
lmo0504,985256,0,0,0,0
lmo0505,985251,0,0,0,0
lmo0506,986275,0,0,0,0
lmo0507,986799,0,0,0,0
lmo0508,985255,0,0,0,0
prs,985257,0,0,0,0
lmo0510,985258,0,0,0,0
lmo0511,985259,0,0,0,0
lmo0512,985264,0,0,0,0
lmo0513,985263,0,0,0,0
lmo0514,985260,0,0,0,0
lmo0515,986558,0,0,0,0
lmo0516,985267,0,0,0,0
lmo0517,985270,0,0,0,0
lmo0518,985271,0,0,0,0
lmo0519,985272,0,0,0,0
lmo0520,985284,0,0,0,0
lmo0521,985300,0,0,0,0
lmo0522,985274,0,0,0,0
lmo0523,985275,0,0,0,0
lmo0524,985278,0,0,0,0
lmo0525,985282,0,0,0,0
lmo0526,985281,0,0,0,0
lmo0527,985287,0,0,0,0
lmo0528,985299,0,0,0,0
lmo0529,985294,0,0,0,0
lmo0530,984571,0,0,0,0
lmo0531,985297,0,0,0,0
lmo0532,985308,0,0,0,0
lmo0533,985302,0,0,0,0
lmo0534,985301,0,0,0,0
lmo0535,985755,0,0,0,0
lmo0536,985314,0,0,0,0
lmo0537,985309,0,0,0,0
lmo0538,985381,0,0,0,0
lmo0539,985316,0,0,0,0
lmo0540,985229,0,0,0,0
lmo0541,986277,0,0,0,0
lmo0542,984602,0,0,0,0
lmo0543,984396,0,0,0,0
lmo0544,986622,0,0,0,0
lmo0545,984402,0,0,0,0
lmo0546,985462,0,0,0,0
lmo0547,984998,0,0,0,0
lmo0548,986247,0,0,0,0
lmo0549,984412,0,0,0,0
lmo0550,985431,0,0,0,0
lmo0551,984417,0,0,0,0
lmo0552,986885,0,0,0,0
lmo0553,984712,0,0,0,0
lmo0554,984446,0,0,0,0
lmo0555,984577,0,0,0,0
lmo0556,984853,0,0,0,0
lmo0557,984617,0,0,0,0
lmo0558,984498,0,0,0,0
lmo0559,985234,0,0,0,0
lmo0560,986813,0,0,0,0
hisE,984508,0,0,0,0
hisI,984519,0,0,0,0
hisF,984515,0,0,0,0
hisA,984608,0,0,0,0
hisH,984852,0,0,0,0
hisB,985436,0,0,0,0
hisD,985596,0,0,0,0
hisG,985390,0,0,0,0
hisZ,984506,0,0,0,0
hisJ,984572,0,0,0,0
lmo0571,985060,0,0,0,0
lmo0572,986053,0,0,0,0
lmo0573,985853,0,0,0,0
lmo0574,984589,0,0,0,0
lmo0575,986339,0,0,0,0
lmo0576,985083,0,0,0,0
lmo0577,984939,0,0,0,0
lmo0578,984630,0,0,0,0
lmo0579,986865,0,0,0,0
lmo0580,986638,0,0,0,0
lmo0581,984637,0,0,0,0
iap,985140,0,0,0,0
azi,984550,0,0,0,0
lmo0584,984661,0,0,0,0
lmo0585,984672,0,0,0,0
lmo0586,986388,0,0,0,0
lmo0587,986515,0,0,0,0
lmo0588,984699,0,0,0,0
lmo0589,985047,0,0,0,0
lmo0590,985311,0,0,0,0
lmo0591,984755,0,0,0,0
lmo0592,986217,0,0,0,0
lmo0593,984793,0,0,0,0
metX,985447,0,0,0,0
lmo0595,984789,0,0,0,0
lmo0596,985266,0,0,0,0
lmo0597,985531,0,0,0,0
lmo0599,985146,0,0,0,0
lmo0600,985344,0,0,0,0
lmo0601,984830,0,0,0,0
lmo0602,984599,0,0,0,0
lmo0603,986186,0,0,0,0
lmo0604,985855,0,0,0,0
lmo0605,985094,0,0,0,0
lmo0606,985290,0,0,0,0
lmo0607,985501,0,0,0,0
lmo0608,984780,0,0,0,0
lmo0609,986403,0,0,0,0
lmo0610,985509,0,0,0,0
acpD,985209,0,0,0,0
lmo0612,984912,0,0,0,0
lmo0613,987413,0,0,0,0
lmo0614,985507,0,0,0,0
lmo0615,984917,0,0,0,0
lmo0616,985453,0,0,0,0
lmo0617,985148,0,0,0,0
lmo0618,984940,0,0,0,0
lmo0619,984942,0,0,0,0
lmo0620,985155,0,0,0,0
lmo0621,985249,0,0,0,0
lmo0622,985471,0,0,0,0
lmo0623,984945,0,0,0,0
lmo0624,985292,0,0,0,0
lmo0625,985881,0,0,0,0
lmo0626,985506,0,0,0,0
lmo0627,984956,0,0,0,0
lmo0628,984963,0,0,0,0
lmo0629,984966,0,0,0,0
lmo0630,984967,0,0,0,0
lmo0631,984965,0,0,0,0
lmo0632,984378,0,0,0,0
lmo0633,984968,0,0,0,0
lmo0634,987068,0,0,0,0
lmo0635,984974,0,0,0,0
lmo0636,984970,0,0,0,0
lmo0637,984971,0,0,0,0
lmo0638,984973,0,0,0,0
lmo0639,984972,0,0,0,0
lmo0640,987093,0,0,0,0
lmo0641,985323,0,0,0,0
lmo0642,984976,0,0,0,0
lmo0643,984977,0,0,0,0
lmo0644,984979,0,0,0,0
lmo0645,984978,0,0,0,0
lmo0646,984982,0,0,0,0
lmo0647,985414,0,0,0,0
lmo0648,987051,0,0,0,0
lmo0649,986557,0,0,0,0
lmo0650,984986,0,0,0,0
lmo0651,984985,0,0,0,0
lmo0652,984987,0,0,0,0
lmo0653,985279,0,0,0,0
lmo0654,984989,0,0,0,0
lmo0655,984992,0,0,0,0
lmo0656,985077,0,0,0,0
lmo0657,985003,0,0,0,0
lmo0658,985006,0,0,0,0
lmo0659,984988,0,0,0,0
lmo0660,985017,0,0,0,0
lmo0661,984999,0,0,0,0
thiD,985000,0,0,0,0
lmo0663,985001,0,0,0,0
lmo0664,987123,0,0,0,0
lmo0665,985007,0,0,0,0
lmo0666,987139,0,0,0,0
lmo0667,985013,0,0,0,0
lmo0668,987144,0,0,0,0
lmo0669,987147,0,0,0,0
lmo0670,985009,0,0,0,0
lmo0671,985011,0,0,0,0
lmo0672,985014,0,0,0,0
lmo0673,987146,0,0,0,0
lmo0674,985015,0,0,0,0
lmo0675,987142,0,0,0,0
fliP,985021,0,0,0,0
fliQ,985022,0,0,0,0
fliR,985024,0,0,0,0
flhB,986322,0,0,0,0
flhA,986323,0,0,0,0
lmo0681,985019,0,0,0,0
flgG,985030,0,0,0,0
lmo0683,985031,0,0,0,0
lmo0684,985027,0,0,0,0
lmo0685,985036,0,0,0,0
motB,986861,0,0,0,0
lmo0687,985029,0,0,0,0
lmo0688,986281,0,0,0,0
lmo0689,987162,0,0,0,0
flaA,987167,0,0,0,0
cheY,985049,0,0,0,0
cheA,985032,0,0,0,0
lmo0693,985035,0,0,0,0
lmo0694,985033,0,0,0,0
lmo0695,985037,0,0,0,0
flgD,985038,0,0,0,0
flgE,985043,0,0,0,0
lmo0698,985039,0,0,0,0
fliM,987173,0,0,0,0
lmo0700,985046,0,0,0,0
lmo0701,985048,0,0,0,0
lmo0702,985034,0,0,0,0
lmo0703,985050,0,0,0,0
lmo0704,985042,0,0,0,0
flgK,985054,0,0,0,0
flgL,985052,0,0,0,0
fliD,985041,0,0,0,0
lmo0708,985045,0,0,0,0
lmo0709,985079,0,0,0,0
flgB,985059,0,0,0,0
flgC,984818,0,0,0,0
fliE,985062,0,0,0,0
fliF,985064,0,0,0,0
fliG,985067,0,0,0,0
fliH,985068,0,0,0,0
fliI,985071,0,0,0,0
lmo0717,987208,0,0,0,0
lmo0718,985076,0,0,0,0
lmo0719,985078,0,0,0,0
lmo0720,985065,0,0,0,0
lmo0721,987135,0,0,0,0
lmo0722,986726,0,0,0,0
lmo0723,986712,0,0,0,0
lmo0724,986702,0,0,0,0
lmo0725,986516,0,0,0,0
lmo0726,986355,0,0,0,0
lmo0727,986353,0,0,0,0
lmo0728,986299,0,0,0,0
lmo0729,986278,0,0,0,0
lmo0730,986268,0,0,0,0
lmo0731,986215,0,0,0,0
lmo0732,985958,0,0,0,0
lmo0733,985919,0,0,0,0
lmo0734,985863,0,0,0,0
lmo0735,985578,0,0,0,0
lmo0736,985545,0,0,0,0
lmo0737,985544,0,0,0,0
lmo0738,985543,0,0,0,0
lmo0739,985542,0,0,0,0
lmo0740,985541,0,0,0,0
lmo0741,985539,0,0,0,0
lmo0742,985536,0,0,0,0
lmo0743,985534,0,0,0,0
lmo0744,985533,0,0,0,0
lmo0745,985532,0,0,0,0
lmo0746,985530,0,0,0,0
lmo0747,985529,0,0,0,0
lmo0748,985528,0,0,0,0
lmo0749,985526,0,0,0,0
lmo0750,985524,0,0,0,0
lmo0751,985522,0,0,0,0
lmo0752,985519,0,0,0,0
lmo0753,985518,0,0,0,0
lmo0754,985517,0,0,0,0
lmo0755,985516,0,0,0,0
lmo0756,985514,0,0,0,0
lmo0757,985511,0,0,0,0
lmo0758,985508,0,0,0,0
lmo0759,985503,0,0,0,0
lmo0760,985499,0,0,0,0
lmo0761,985498,0,0,0,0
lmo0762,985496,0,0,0,0
lmo0763,985495,0,0,0,0
lmo0764,985491,0,0,0,0
lmo0765,985489,0,0,0,0
lmo0766,985488,0,0,0,0
lmo0767,985486,0,0,0,0
lmo0768,985485,0,0,0,0
lmo0769,985482,0,0,0,0
lmo0770,985481,0,0,0,0
lmo0771,985478,0,0,0,0
lmo0772,985477,0,0,0,0
lmo0773,985473,0,0,0,0
lmo0774,985472,0,0,0,0
lmo0775,985469,0,0,0,0
lmo0776,985467,0,0,0,0
lmo0777,985466,0,0,0,0
lmo0778,985465,0,0,0,0
lmo0779,985463,0,0,0,0
lmo0780,985461,0,0,0,0
lmo0781,985460,0,0,0,0
lmo0782,985459,0,0,0,0
lmo0783,985458,0,0,0,0
lmo0784,985456,0,0,0,0
lmo0785,985452,0,0,0,0
lmo0786,985450,0,0,0,0
lmo0787,985449,0,0,0,0
lmo0788,985448,0,0,0,0
lmo0789,985444,0,0,0,0
lmo0790,985443,0,0,0,0
lmo0791,985441,0,0,0,0
lmo0792,985439,0,0,0,0
lmo0793,985432,0,0,0,0
lmo0794,985430,0,0,0,0
lmo0795,985429,0,0,0,0
lmo0796,985428,0,0,0,0
lmo0797,985426,0,0,0,0
lmo0798,985421,0,0,0,0
lmo0799,985420,0,0,0,0
lmo0800,985418,0,0,0,0
lmo0801,985415,0,0,0,0
lmo0802,985413,0,0,0,0
lmo0803,985412,0,0,0,0
lmo0804,985406,0,0,0,0
lmo0805,985405,0,0,0,0
lmo0806,985404,0,0,0,0
lmo0807,985403,0,0,0,0
lmo0808,985401,0,0,0,0
lmo0809,985399,0,0,0,0
lmo0810,985395,0,0,0,0
lmo0811,985394,0,0,0,0
lmo0812,985393,0,0,0,0
lmo0813,985392,0,0,0,0
lmo0814,985391,0,0,0,0
lmo0815,985389,0,0,0,0
lmo0816,985388,0,0,0,0
lmo0817,985387,0,0,0,0
lmo0818,985383,0,0,0,0
lmo0819,985382,0,0,0,0
lmo0820,985380,0,0,0,0
lmo0821,985377,0,0,0,0
lmo0822,985376,0,0,0,0
lmo0823,985374,0,0,0,0
lmo0824,985373,0,0,0,0
lmo0825,985372,0,0,0,0
lmo0826,985369,0,0,0,0
lmo0827,985368,0,0,0,0
lmo0828,985365,0,0,0,0
nifJ,985364,0,0,0,0
fbp,985361,0,0,0,0
lmo0831,985359,0,0,0,0
lmo0832,985355,0,0,0,0
lmo0833,985354,0,0,0,0
lmo0834,985353,0,0,0,0
lmo0835,985352,0,0,0,0
lmo0836,985351,0,0,0,0
uhpT,985347,0,0,0,0
lmo0839,985342,0,0,0,0
lmo0840,985341,0,0,0,0
lmo0841,985338,0,0,0,0
lmo0842,985337,0,0,0,0
lmo0843,985333,0,0,0,0
lmo0844,985332,0,0,0,0
lmo0845,985330,0,0,0,0
lmo0846,985329,0,0,0,0
lmo0847,985328,0,0,0,0
lmo0848,985325,0,0,0,0
lmo0849,985321,0,0,0,0
lmo0850,985319,0,0,0,0
lmo0851,985315,0,0,0,0
lmo0852,985313,0,0,0,0
lmo0853,985304,0,0,0,0
lmo0854,985242,0,0,0,0
ddl,985238,0,0,0,0
murF,985224,0,0,0,0
lmo0857,985170,0,0,0,0
lmo0858,985100,0,0,0,0
lmo0859,985026,0,0,0,0
lmo0860,984935,0,0,0,0
lmo0861,984876,0,0,0,0
lmo0862,984847,0,0,0,0
lmo0863,984720,0,0,0,0
lmo0864,984716,0,0,0,0
lmo0865,984615,0,0,0,0
lmo0866,984613,0,0,0,0
lmo0867,984585,0,0,0,0
lmo0868,984573,0,0,0,0
lmo0869,984542,0,0,0,0
lmo0870,984493,0,0,0,0
lmo0871,984472,0,0,0,0
lmo0872,984428,0,0,0,0
lmo0873,984373,0,0,0,0
lmo0874,986569,0,0,0,0
lmo0875,986563,0,0,0,0
lmo0876,986296,0,0,0,0
lmo0877,986454,0,0,0,0
lmo0878,986549,0,0,0,0
lmo0879,986553,0,0,0,0
lmo0880,986636,0,0,0,0
lmo0881,986550,0,0,0,0
lmo0882,986548,0,0,0,0
lmo0883,986544,0,0,0,0
lmo0884,986422,0,0,0,0
acpS,986540,0,0,0,0
dal,986294,0,0,0,0
lmo0887,986567,0,0,0,0
lmo0888,986538,0,0,0,0
RsbR,986201,0,0,0,0
rsbS,985149,0,0,0,0
rsbT,986533,0,0,0,0
rsbU,986534,0,0,0,0
rsbV,986526,0,0,0,0
rsbW,986524,0,0,0,0
sigB,986527,0,0,0,0
rsbX,986520,0,0,0,0
lmo0897,984941,0,0,0,0
lmo0898,986364,0,0,0,0
lmo0899,987820,0,0,0,0
lmo0900,987809,0,0,0,0
lmo0901,986930,0,0,0,0
lmo0902,986980,0,0,0,0
lmo0903,986912,0,0,0,0
lmo0904,986917,0,0,0,0
lmo0905,986916,0,0,0,0
lmo0906,986897,0,0,0,0
lmo0907,986931,0,0,0,0
lmo0908,986924,0,0,0,0
lmo0909,986502,0,0,0,0
lmo0910,984497,0,0,0,0
lmo0911,986500,0,0,0,0
lmo0912,986984,0,0,0,0
lmo0913,986938,0,0,0,0
lmo0914,987760,0,0,0,0
lmo0915,987872,0,0,0,0
lmo0916,987774,0,0,0,0
lmo0917,987667,0,0,0,0
lmo0918,987658,0,0,0,0
lmo0919,986830,0,0,0,0
lmo0920,986844,0,0,0,0
lmo0921,986853,0,0,0,0
lmo0922,986345,0,0,0,0
lmo0923,986349,0,0,0,0
lmo0925,986858,0,0,0,0
lmo0926,984510,0,0,0,0
lmo0927,986782,0,0,0,0
lmo0928,985312,0,0,0,0
lmo0929,986837,0,0,0,0
lmo0930,986560,0,0,0,0
lmo0931,986568,0,0,0,0
lmo0932,987846,0,0,0,0
lmo0933,984547,0,0,0,0
lmo0934,986642,0,0,0,0
lmo0935,986554,0,0,0,0
lmo0936,986658,0,0,0,0
lmo0937,987860,0,0,0,0
lmo0938,987839,0,0,0,0
lmo0939,985869,0,0,0,0
lmo0940,987854,0,0,0,0
lmo0941,986402,0,0,0,0
lmo0942,986476,0,0,0,0
fri,986847,0,0,0,0
lmo0944,986825,0,0,0,0
lmo0945,986792,0,0,0,0
lmo0946,987862,0,0,0,0
lmo0947,986474,0,0,0,0
lmo0948,986781,0,0,0,0
lmo0949,987856,0,0,0,0
lmo0950,987861,0,0,0,0
lmo0951,987836,0,0,0,0
lmo0952,986763,0,0,0,0
lmo0953,986396,0,0,0,0
lmo0954,986596,0,0,0,0
lmo0955,987852,0,0,0,0
lmo0956,986776,0,0,0,0
lmo0957,986480,0,0,0,0
lmo0958,986478,0,0,0,0
lmo0959,986475,0,0,0,0
lmo0960,986469,0,0,0,0
lmo0961,986465,0,0,0,0
lemA,986467,0,0,0,0
lmo0963,986470,0,0,0,0
lmo0964,986468,0,0,0,0
lmo0965,985451,0,0,0,0
lmo0966,986839,0,0,0,0
lmo0967,986471,0,0,0,0
ppnK,986453,0,0,0,0
lmo0969,986458,0,0,0,0
lmo0970,987821,0,0,0,0
dltD,986447,0,0,0,0
dltC,986460,0,0,0,0
dltB,986448,0,0,0,0
dltA,986449,0,0,0,0
lmo0975,986443,0,0,0,0
lmo0976,986442,0,0,0,0
lmo0977,986913,0,0,0,0
lmo0978,986440,0,0,0,0
lmo0979,986435,0,0,0,0
lmo0980,986436,0,0,0,0
lmo0981,986765,0,0,0,0
lmo0982,986804,0,0,0,0
lmo0983,986438,0,0,0,0
lmo0984,986785,0,0,0,0
lmo0985,986431,0,0,0,0
lmo0986,986427,0,0,0,0
lmo0987,986424,0,0,0,0
prfC,986429,0,0,0,0
lmo0989,986432,0,0,0,0
lmo0990,986420,0,0,0,0
lmo0991,986787,0,0,0,0
lmo0992,986459,0,0,0,0
lmo0993,986421,0,0,0,0
lmo0994,986414,0,0,0,0
lmo0995,986413,0,0,0,0
lmo0996,986513,0,0,0,0
clpE,986780,0,0,0,0
lmo0998,986409,0,0,0,0
lmo0999,986406,0,0,0,0
lmo1000,986831,0,0,0,0
lmo1001,986350,0,0,0,0
ptsH,986517,0,0,0,0
lmo1003,986170,0,0,0,0
lmo1004,986479,0,0,0,0
lmo1005,986400,0,0,0,0
lmo1006,986673,0,0,0,0
lmo1007,986404,0,0,0,0
lmo1008,986444,0,0,0,0
lmo1009,986412,0,0,0,0
lmo1010,986367,0,0,0,0
lmo1011,986298,0,0,0,0
lmo1012,986510,0,0,0,0
lmo1013,986362,0,0,0,0
gbuA,986360,0,0,0,0
gbuB,985002,0,0,0,0
gbuC,986358,0,0,0,0
lmo1017,986356,0,0,0,0
lmo1018,986357,0,0,0,0
lmo1019,986368,0,0,0,0
